Target Word,AI Prediction_Cosine,Hybrid Prediction_Cosine,Rule-Based Prediction,AI Prediction_Euclidean,Hybrid Prediction_Euclidean,Entropy Prediction,Steps
BACAK,ZERDE,ZERDE,ZERDE,ZERDE,ZERDE,ZERDE,1
BACAK,KALAK,KALAK,PALAN,KALAK,KALAK,SALİK,1
BACAK,SAMAK,PASAK,BASAK,SAMAK,SAPAK,YATAK,2
BACAK,TAMAK,MAMAK,BATAK,TAMAK,MAMAK,ŞAKAK,3
BACAK,BATAK,BATAK,BAŞAK,BATAK,BATAK,HANAK,4
BACAK,BANAK,BANAK,BACAK,BANAK,BANAK,ÇAPAK,5
NİSAN,ANEMİ,ANEMİ,ANEMİ,ANEMİ,ANEMİ,ANEMİ,1
NİSAN,NANAN,NAZİR,NASİR,NANAN,NANİK,NİHAN,1
NİSAN,NİSAP,NİSAP,NİSAN,NİSAN,NİSAN,NİSAN,2
NİSAN,NİSAL,NİSAN,NİSAN,NİSAN,NİSAN,NİSAN,3
NİSAN,NİSAN,NİSAN,NİSAN,NİSAN,NİSAN,NİSAN,4
NİSAN,NİSAN,NİSAN,NİSAN,NİSAN,NİSAN,NİSAN,5
YARGI,TEKME,TEKME,TEKME,TEKME,TEKME,TEKME,1
YARGI,SARAA,LAVAŞ,SİLGİ,SARAA,SARPA,SALAR,1
YARGI,SARII,SABIR,BÜZGÜ,BARİI,BARLI,BAYRI,2
YARGI,BARCI,ZARCI,YARGI,YARGI,YARGI,YARGI,3
YARGI,YARGI,YARGI,YARGI,YARGI,YARGI,YARGI,4
YARGI,YARGI,YARGI,YARGI,YARGI,YARGI,YARGI,5
YAYIN,TUMAN,TUMAN,TUMAN,TUMAN,TUMAN,TUMAN,1
YAYIN,AARIN,ARGIN,LADEN,AARIN,KARIN,KALIN,1
YAYIN,KALIN,KALIN,KABİN,YAĞIN,YAYIN,SAYIN,2
YAYIN,YAĞIN,BAĞIN,YAZIN,YAYIN,YAYIN,YAYIN,3
YAYIN,SAĞIN,YAZIN,YAYIN,YAYIN,YAYIN,YAYIN,4
YAYIN,YAĞIN,YAYIN,YAYIN,YAYIN,YAYIN,YAYIN,5
NEFES,ÇARŞI,ÇARŞI,ÇARŞI,ÇARŞI,ÇARŞI,ÇARŞI,1
NEFES,KELEK,KELEK,DENYO,KELEK,KELEK,MELİK,1
NEFES,SENEN,NEFES,PELİN,SENEN,SEBEN,SENET,2
NEFES,NEFES,NEFES,NEFES,NESES,NEFES,DESEN,3
NEFES,NEFES,NEFES,NEFES,NEFES,NEFES,NEFES,4
NEFES,NEFES,NEFES,NEFES,NEFES,NEFES,NEFES,5
PAKET,YANSI,YANSI,YANSI,YANSI,YANSI,YANSI,1
PAKET,KARAA,KALFA,TAKTİ,KARAA,KARHA,TARAK,1
PAKET,MAKİK,RAKİK,RAKET,MAKİK,MAKTU,KATİP,2
PAKET,MAKUT,MAKTU,MAKET,TAKİT,TAKİP,PAKET,3
PAKET,TAKET,TAKOZ,PAKET,PAKET,PAKET,PAKET,4
PAKET,VAKET,PAKET,PAKET,PAKET,PAKET,PAKET,5
ORMAN,KOTAN,KOTAN,KOTAN,KOTAN,KOTAN,KOTAN,1
ORMAN,ORMAN,ORMAN,ORMAN,ORMAN,ORMAN,ORGAN,1
ORMAN,ORMAN,ORMAN,ORMAN,ORMAN,ORMAN,ORMAN,2
ORMAN,ORMAN,ORMAN,ORMAN,ORMAN,ORMAN,ORMAN,3
ORMAN,ORMAN,ORMAN,ORMAN,ORMAN,ORMAN,ORMAN,4
ORMAN,ORMAN,ORMAN,ORMAN,ORMAN,ORMAN,ORMAN,5
DEYİŞ,SEBEN,SEBEN,SEBEN,SEBEN,SEBEN,SEBEN,1
DEYİŞ,MERİİ,YETİM,KEPİR,MERİİ,MERİH,TERİM,1
DEYİŞ,KEYİK,KEYİF,TECİM,TELİK,TEPİK,DELİK,2
DEYİŞ,GEYİR,DEYİŞ,YEDİZ,GELİL,CELİL,DEĞİŞ,3
DEYİŞ,DEYİŞ,DEYİŞ,DEYİŞ,GEZİŞ,GEZİŞ,DEYİŞ,4
DEYİŞ,DEYİŞ,DEYİŞ,DEYİŞ,GEYİŞ,DEYİŞ,DEYİŞ,5
TEORİ,YANKI,YANKI,YANKI,YANKI,YANKI,YANKI,1
TEORİ,SERİE,ESİRE,EĞRİM,SERİE,SERİM,TERİM,1
TEORİ,TEERİ,FEVRİ,LİBRE,TEVRİ,DEVRİ,TEORİ,2
TEORİ,CEVRİ,CEZRİ,İÇERİ,CEVRİ,CEZRİ,TEORİ,3
TEORİ,TEVRİ,TEŞRİ,TESRİ,TEVRİ,TEŞRİ,TEORİ,4
TEORİ,TEORİ,TEORİ,TEORİ,TEORİ,TEORİ,TEORİ,5
KANAT,KÜBİK,KÜBİK,KÜBİK,KÜBİK,KÜBİK,KÜBİK,1
KANAT,KARAA,KAŞAR,KROME,KARAA,KARGA,KARIN,1
KANAT,KALAN,KALAN,KAVUN,KALAN,KALAN,KANAL,2
KANAT,KANAT,KANAT,KANLI,KANAT,KANAT,KANAT,3
KANAT,KANAT,KANAT,KANAT,KANAT,KANAT,KANAT,4
KANAT,KANAT,KANAT,KANAT,KANAT,KANAT,KANAT,5
CİVAR,FEMUR,FEMUR,FEMUR,FEMUR,FEMUR,FEMUR,1
CİVAR,KAKAR,KARAR,ILTAR,KAKAR,KARAR,KİBAR,1
CİVAR,İİTAR,İHTAR,SİGAR,İİTAR,İHTAR,CİDAR,2
CİVAR,CİDAR,CİDAR,CİVAR,CİDAR,CİDAR,CİHAR,3
CİVAR,CİVAR,CİVAR,CİVAR,CİVAR,CİVAR,CİVAR,4
CİVAR,CİVAR,CİVAR,CİVAR,CİVAR,CİVAR,CİVAR,5
YARIŞ,DEĞİN,DEĞİN,DEĞİN,DEĞİN,DEĞİN,DEĞİN,1
YARIŞ,KARAA,ARAKA,HAKLI,KARAA,KARAF,TARAK,1
YARIŞ,SARAR,ISRAR,YAPIT,SARII,SARGI,SARIŞ,2
YARIŞ,TARII,BARCI,YAYIM,YARIM,YARIM,BARIŞ,3
YARIŞ,YARIM,YARIM,YAZIŞ,YARIŞ,YARIŞ,VARIŞ,4
YARIŞ,YARIŞ,YARIŞ,YARIŞ,YARIŞ,YARIŞ,YARIŞ,5
FAYDA,KATLI,KATLI,KATLI,KATLI,KATLI,KATLI,1
FAYDA,MARAA,MACAR,YAVUZ,MARAA,MARYA,SARMA,1
FAYDA,SANYA,HANYA,GABYA,YAYYA,PAYDA,FAYDA,2
FAYDA,YAYDA,PAYDA,ŞAYİA,HAYDA,HAYDA,FAYDA,3
FAYDA,GAYDA,GAYDA,CAYMA,GAYDA,GAYDA,FAYDA,4
FAYDA,GAYDA,FAYDA,HAYFA,GAYDA,FAYDA,FAYDA,5
DARBE,MÜJDE,MÜJDE,MÜJDE,MÜJDE,MÜJDE,MÜJDE,1
DARBE,DENDE,NEDBE,DİKSE,DENDE,DENGE,DİNCE,1
DARBE,DİRYE,DARBE,DUBLE,DİRLE,DİCLE,DARBE,2
DARBE,DARBE,DARBE,DARBE,DARJE,DARBE,DARBE,3
DARBE,DARBE,DARBE,DARBE,DARBE,DARBE,DARBE,4
DARBE,DARBE,DARBE,DARBE,DARBE,DARBE,DARBE,5
GARİP,BANKO,BANKO,BANKO,BANKO,BANKO,BANKO,1
GARİP,SARAA,ŞAFUL,SAHUR,SARAA,ÇARHA,HALAT,1
GARİP,SARAA,HASAR,YARAŞ,SARİI,FARİL,SARIM,2
GARİP,TARİI,MARTI,VARGI,TARİT,TARİZ,FARİĞ,3
GARİP,GARİİ,GARİP,GARİP,MARİM,SARİG,GARİP,4
GARİP,GARİP,GARİP,GARİP,GARİZ,GARİP,GARİP,5
TEMAS,HELİS,HELİS,HELİS,HELİS,HELİS,HELİS,1
TEMAS,MERES,MERES,KERES,MERES,MERES,MERES,1
TEMAS,MEMAS,TEMAS,VENÜS,MEMAS,TEMAS,TEMAS,2
TEMAS,TEMAS,TEMAS,MECUS,TEMAS,TEMAS,TEMAS,3
TEMAS,TEMAS,TEMAS,TEMAS,TEMAS,TEMAS,TEMAS,4
TEMAS,TEMAS,TEMAS,TEMAS,TEMAS,TEMAS,TEMAS,5
RADYO,MUKİM,MUKİM,MUKİM,MUKİM,MUKİM,MUKİM,1
RADYO,SARAA,ASTAR,GÖLGE,SARAA,SARAT,TALER,1
RADYO,BARRA,FRAPE,YAYAN,RAĞIR,BAĞIR,SARAY,2
RADYO,BARRA,ZÜRRA,ŞARYO,RADRO,RADYO,BAYRI,3
RADYO,RAĞRI,RAYLI,RASYO,RADYO,RADYO,RADYO,4
RADYO,RADYO,RADYO,RADYO,RADYO,RADYO,RADYO,5
ZİHİN,DÜZEM,DÜZEM,DÜZEM,DÜZEM,DÜZEM,DÜZEM,1
ZİHİN,ZARAZ,ARIZA,NAKIZ,ZARAZ,ZARAR,TARİZ,1
ZİHİN,ZİLİZ,FİLİZ,ZİHNİ,ZİLİZ,ZİLLİ,ZİFİN,2
ZİHİN,ZİZİN,ZİHİN,ZİHİN,ZİFİN,ZİFİN,ZİHİN,3
ZİHİN,ZİHİN,ZİHİN,ZİHİN,ZİFİN,ZİHİN,ZİHİN,4
ZİHİN,ZİHİN,ZİHİN,ZİHİN,ZİHİN,ZİHİN,ZİHİN,5
KAYGI,TURŞU,TURŞU,TURŞU,TURŞU,TURŞU,TURŞU,1
KAYGI,KALAK,KALAK,DILAK,KALAK,KALAK,KELAM,1
KAYGI,KASIN,KASNI,AKICI,KASIN,KASIM,KANIK,2
KAYGI,KAYCI,KAYGI,KAĞNI,KANCI,KAĞNI,KAYGI,3
KAYGI,KAYGI,KAYGI,KAMÇI,KAYCI,KAYGI,KAYGI,4
KAYGI,KAYGI,KAYGI,KAVKI,KAYGI,KAYGI,KAYGI,5
MEDYA,FETİH,FETİH,FETİH,FETİH,FETİH,FETİH,1
MEDYA,KELEE,MELES,SELEN,KELEE,KELES,KEMER,1
MEDYA,MERAU,MERAK,ŞEKVA,MERAN,MEYAN,MELUN,2
MEDYA,MENDA,MEDYA,REAYA,MERYA,MEDYA,MECAZ,3
MEDYA,MEDYA,MEDYA,MEDYA,MEDYA,MEDYA,MEDYA,4
MEDYA,MEDYA,MEDYA,MEDYA,MEDYA,MEDYA,MEDYA,5
FİRMA,TREND,TREND,TREND,TREND,TREND,TREND,1
FİRMA,KARAR,KARAR,KIRIM,KARAR,KARAR,KARMA,1
FİRMA,SURMA,BURSA,MİRZA,SURMA,BURMA,FORMA,2
FİRMA,ZORMA,YORMA,FİRMA,SIRMA,SIRMA,FİRMA,3
FİRMA,FIRMA,FİRMA,FİRMA,FORMA,FORMA,FİRMA,4
FİRMA,FİRMA,FİRMA,FİRMA,FİRMA,FİRMA,FİRMA,5
ÜCRET,SABUH,SABUH,SABUH,SABUH,SABUH,SABUH,1
ÜCRET,KELEE,ERKEK,YIKIM,KELEE,KELER,KERİM,1
ÜCRET,GİRER,LİGER,İNCİL,GİREN,GİREN,TÜREV,2
ÜCRET,GÜREN,PÜREN,CÜRET,TÜRET,CÜRET,ÜCRET,3
ÜCRET,ÜĞREÇ,ÜCRET,ÜCRET,ÜCRET,ÜCRET,ÜCRET,4
ÜCRET,ÜBRET,ÜCRET,ÜCRET,ÜBRET,ÜCRET,ÜCRET,5
MEZUN,LOTUS,LOTUS,LOTUS,LOTUS,LOTUS,LOTUS,1
MEZUN,KARUR,KURUN,VAKUR,KARUR,KARUN,KURUM,1
MEZUN,MEMUN,MEZUN,BEŞUŞ,BÜMUN,BUDUN,MACUN,2
MEZUN,MEZUN,MEZUN,MEZUN,MEMUN,MEZUN,MEZUN,3
MEZUN,MEZUN,MEZUN,MEZUN,MEZUN,MEZUN,MEZUN,4
MEZUN,MEZUN,MEZUN,MEZUN,MEZUN,MEZUN,MEZUN,5
SARAY,DİVİT,DİVİT,DİVİT,DİVİT,DİVİT,DİVİT,1
SARAY,KARAA,ARAKA,KÜŞÜM,KARAA,KARMA,KAMER,1
SARAY,SARAR,SARAY,SAZLI,SARAN,SARAÇ,SARAY,2
SARAY,SARAY,SARAY,SAYHA,SARAN,SARAY,SARAY,3
SARAY,SARAY,SARAY,SARAY,SARAY,SARAY,SARAY,4
SARAY,SARAY,SARAY,SARAY,SARAY,SARAY,SARAY,5
RAKAM,TETİR,TETİR,TETİR,TETİR,TETİR,TETİR,1
RAKAM,KARAA,ARAKA,HURUÇ,KARAA,KARGA,KARMA,1
RAKAM,KARAK,KARAY,RACON,RAKAK,RAKAM,RAKAM,2
RAKAM,RAKAK,RAKAM,RAKAM,RAKAM,RAKAM,RAKAM,3
RAKAM,RAKAM,RAKAM,RAKAM,RAKAM,RAKAM,RAKAM,4
RAKAM,RAKAM,RAKAM,RAKAM,RAKAM,RAKAM,RAKAM,5
METRE,BİCİK,BİCİK,BİCİK,BİCİK,BİCİK,BİCİK,1
METRE,SARAA,AYSAR,ZÜLÜF,SARAA,SARAY,TALER,1
METRE,TEREE,MERET,HAYTA,REMER,REMEL,METRO,2
METRE,METRE,METRE,DENET,METRE,METRE,METRE,3
METRE,METRE,METRE,TEPME,METRE,METRE,METRE,4
METRE,METRE,METRE,METRE,METRE,METRE,METRE,5
ŞEKER,ÇARHA,ÇARHA,ÇARHA,ÇARHA,ÇARHA,ÇARHA,1
ŞEKER,REKER,ERKEK,FLÖRT,REKER,ŞEKER,TEKİR,1
ŞEKER,TEKER,TEKER,SÜMER,ŞEKER,ŞEKER,DEKOR,2
ŞEKER,ÇEKER,ZEKER,EJDER,ŞEKER,ŞEKER,ŞEKER,3
ŞEKER,ŞEKER,ŞEKER,ŞEKER,ŞEKER,ŞEKER,ŞEKER,4
ŞEKER,ŞEKER,ŞEKER,ŞEKER,ŞEKER,ŞEKER,ŞEKER,5
İRADE,VİZON,VİZON,VİZON,VİZON,VİZON,VİZON,1
İRADE,İERİİ,İÇİCİ,İTMAM,İERİİ,ÇERÇİ,KERİM,1
İRADE,İHLAK,İLHAK,İHALE,ERİİE,ERİKA,İDARE,2
İRADE,İDAME,İDAME,İDARE,İRİME,İRADE,İRADE,3
İRADE,İDADE,İFADE,İRADE,İRADE,İRADE,İRADE,4
İRADE,İDADE,İRADE,İRADE,İRADE,İRADE,İRADE,5
MADDİ,YIKIŞ,YIKIŞ,YIKIŞ,YIKIŞ,YIKIŞ,YIKIŞ,1
MADDİ,SARAA,DARCA,ESRAR,SARAA,SARPA,MİRAT,1
MADDİ,MADİE,HADDE,BALON,MALİN,MATİZ,MAHFİ,2
MADDİ,MADDO,MADDİ,TAZİP,MANDİ,MADDİ,MADDİ,3
MADDİ,MADDİ,MADDİ,MADDİ,MADDİ,MADDİ,MADDİ,4
MADDİ,MADDİ,MADDİ,MADDİ,MADDİ,MADDİ,MADDİ,5
VATAN,TIMAR,TIMAR,TIMAR,TIMAR,TIMAR,TIMAR,1
VATAN,İATAT,İTAAT,İTHAF,İATAT,İŞTAH,SAKAT,1
VATAN,AATAT,ÇATAL,KESAT,AATAK,YATAK,ÇATAL,2
VATAN,BATAK,BATAK,APTAL,BATAN,VATAN,HATAY,3
VATAN,BATAN,VATAN,VATAN,PATAN,VATAN,VATAN,4
VATAN,PATAN,VATAN,VATAN,PATAN,VATAN,VATAN,5
TANRI,ETÇİK,ETÇİK,ETÇİK,ETÇİK,ETÇİK,ETÇİK,1
TANRI,TATAA,BALAT,ÖRTÜŞ,TATAA,TATMA,TATAR,1
TANRI,TATII,TAVIR,SARAT,TARII,TAŞIL,TANRI,2
TANRI,TARRI,TANRI,TANRI,TANCI,TAVCI,TANRI,3
TANRI,TANRI,TANRI,TANRI,TANCI,TANRI,TANRI,4
TANRI,TANRI,TANRI,TANRI,TANRI,TANRI,TANRI,5
MEYVE,REVAN,REVAN,REVAN,REVAN,REVAN,REVAN,1
MEYVE,VELİE,YELVE,GEYVE,VELİE,VELET,ZELVE,1
MEYVE,HEYYE,GEYVE,MEYVE,CEZVE,CEZVE,GEYVE,2
MEYVE,HEYVE,MEYVE,MEYVE,CEMVE,GEYVE,MEYVE,3
MEYVE,MEYYE,MEYVE,MEYVE,SEYVE,MEYVE,MEYVE,4
MEYVE,MEYYE,MEYVE,MEYVE,MEYYE,MEYVE,MEYVE,5
HAKİM,ZÜMRE,ZÜMRE,ZÜMRE,ZÜMRE,ZÜMRE,ZÜMRE,1
HAKİM,MALAA,MAVAL,TATMA,MALAA,MALYA,MAKAS,1
HAKİM,KAKIM,KAKIM,SAYIM,KAKIM,KAKIM,TAKIM,2
HAKİM,TAKİM,TAKİM,HADİM,TAKİM,TAKİM,HAKİM,3
HAKİM,HAKİM,HAKİM,HALİM,HAKİM,HAKİM,HAKİM,4
HAKİM,HAKİM,HAKİM,HAKİM,HAKİM,HAKİM,HAKİM,5
TARİF,SAHAN,SAHAN,SAHAN,SAHAN,SAHAN,SAHAN,1
TARİF,KARİI,RAKİP,RATIP,KARİI,KARŞI,KALIT,1
TARİF,TARİR,TAMİR,TACİR,MARİT,BARİT,TARİZ,2
TARİF,TARİF,TARİF,TARİF,TARİZ,TARİZ,TARİF,3
TARİF,TARİF,TARİF,TARİF,TARİF,TARİF,TARİF,4
TARİF,TARİF,TARİF,TARİF,TARİF,TARİF,TARİF,5
ETKİN,KABUK,KABUK,KABUK,KABUK,KABUK,KABUK,1
ETKİN,SEKİE,FİSKE,İKİCİ,SEKİE,SEKİŞ,TEKİR,1
ETKİN,EEKİİ,HEKİM,PİKET,ERKİN,ERKİN,ETKİN,2
ETKİN,ERKİN,ERKİN,TEKİL,ELKİN,ETKİN,ETKİN,3
ETKİN,EŞKİN,EŞKİN,ETKİN,ETKİN,ETKİN,ETKİN,4
ETKİN,ELKİN,ETKİN,ETKİN,ETKİN,ETKİN,ETKİN,5
ZEMİN,SİLKİ,SİLKİ,SİLKİ,SİLKİ,SİLKİ,SİLKİ,1
ZEMİN,İERİN,DEFİN,ACİBE,İERİN,CEBİN,TERİM,1
ZEMİN,TERİN,REHİN,ZEMİN,DERİN,DERİN,YEMİN,2
ZEMİN,DEMİN,CEBİN,ZEMİN,ÇEMİN,ZEMİN,DEMİN,3
ZEMİN,ÇETİN,ÇETİN,ZEMİN,ZEMİN,ZEMİN,ZEMİN,4
ZEMİN,ÇEĞİN,YEĞİN,ZEMİN,ZEMİN,ZEMİN,ZEMİN,5
YAPIM,BALLI,BALLI,BALLI,BALLI,BALLI,BALLI,1
YAPIM,KAKIK,KAKIM,KARIŞ,KAKIK,KAKIM,YATIK,1
YAPIM,TARIM,TARIM,HAFIZ,TARIM,TARIM,YAZIR,2
YAPIM,YANIM,YAYIM,SAĞIM,YANIM,YAZIM,YANIŞ,3
YAPIM,YANIM,YAZIM,TANIM,YAĞIM,YAYIM,YAPIM,4
YAPIM,YANIM,YAPIM,YAYIM,YANIM,YAPIM,YAPIM,5
KASIM,EMİCİ,EMİCİ,EMİCİ,EMİCİ,EMİCİ,EMİCİ,1
KASIM,MAMAA,MAMAK,KAÇMA,MAMAA,MAMAK,RAMAK,1
KASIM,KAKIM,KAKIM,KASIM,KAKIM,KAKIM,KATIM,2
KASIM,KASIM,KASIM,KASIM,KASIM,KASIM,KAKIM,3
KASIM,KASIM,KASIM,KASIM,KASIM,KASIM,KALIM,4
KASIM,KASIM,KASIM,KASIM,KASIM,KASIM,KASIM,5
GÖLGE,MOTEL,MOTEL,MOTEL,MOTEL,MOTEL,MOTEL,1
GÖLGE,EELLE,PELÜR,BENLİ,EELLE,ŞELPE,KELLİ,1
GÖLGE,EİLİE,SİLLE,GÖLGE,BİLYE,BİLYE,BÖLGE,2
GÖLGE,BÖLYE,BÖLGE,GÖLGE,KÜLLE,GÜLLE,GÖLGE,3
GÖLGE,GÖLGE,GÖLGE,GÖLGE,GÖLGE,GÖLGE,GÖLGE,4
GÖLGE,GÖLGE,GÖLGE,GÖLGE,GÖLGE,GÖLGE,GÖLGE,5
DENLİ,MORTO,MORTO,MORTO,MORTO,MORTO,MORTO,1
DENLİ,KALAK,KALAK,KİLSİ,KALAK,KALAK,SALİK,1
DENLİ,SEZLL,LEZİZ,EZELİ,SEZLL,SÖZEL,DİNLİ,2
DENLİ,BENLİ,BENLİ,PEŞLİ,EENLE,YENLİ,DENLİ,3
DENLİ,BENLİ,YENLİ,YENLİ,BENLİ,BENLİ,DENLİ,4
DENLİ,BENLİ,DENLİ,DENLİ,BENLİ,DENLİ,DENLİ,5
FİLAN,EVSAF,EVSAF,EVSAF,EVSAF,EVSAF,EVSAF,1
FİLAN,İARAF,İFRAĞ,AFGAN,İARAF,İFRAZ,FİLAR,1
FİLAN,FİTAN,FİLAN,FİDAN,FİFAN,FİDAN,FİLAN,2
FİLAN,FİLAN,FİLAN,FİLAN,FİLAN,FİLAN,FİLAN,3
FİLAN,FİLAN,FİLAN,FİLAN,FİLAN,FİLAN,FİLAN,4
FİLAN,FİLAN,FİLAN,FİLAN,FİLAN,FİLAN,FİLAN,5
TESİS,HASIR,HASIR,HASIR,HASIR,HASIR,HASIR,1
TESİS,KESİN,EKSİN,TESİS,KESİN,KESİN,KESİN,1
TESİS,TESİL,TESİT,TESİS,TESİL,TESİT,TESİS,2
TESİS,TESİL,TESİS,TESİS,TESİL,TESİS,TESİS,3
TESİS,TESİS,TESİS,TESİS,TESİS,TESİS,TESİS,4
TESİS,TESİS,TESİS,TESİS,TESİS,TESİS,TESİS,5
KONUK,YİRİK,YİRİK,YİRİK,YİRİK,YİRİK,YİRİK,1
KONUK,SALAK,SALAK,POLAK,SALAK,SALAK,KULAK,1
KONUK,KEMEK,EKMEK,BOCUK,KEMEK,KEPEK,KONUK,2
KONUK,KIKÜK,KITIK,KOŞUK,KINUK,KONUK,KONUK,3
KONUK,KONUK,KONUK,KOVUK,KONUK,KONUK,KONUK,4
KONUK,KONUK,KONUK,KONUK,KONUK,KONUK,KONUK,5
SATIŞ,SÖZCE,SÖZCE,SÖZCE,SÖZCE,SÖZCE,SÖZCE,1
SATIŞ,SARAA,SARPA,SÜLUK,SARAA,SARAY,SARIK,1
SATIŞ,SANII,SAĞIN,SANIŞ,SANII,SANLI,SANIŞ,2
SATIŞ,SALIK,SALIK,SARIŞ,SAKIŞ,SAÇIŞ,SAÇIŞ,3
SATIŞ,SATIŞ,SATIŞ,SATIŞ,SAPIŞ,SAPIŞ,SAPIŞ,4
SATIŞ,SATIŞ,SATIŞ,SATIŞ,SATIŞ,SATIŞ,SATIŞ,5
İŞGAL,ŞAMAN,ŞAMAN,ŞAMAN,ŞAMAN,ŞAMAN,ŞAMAN,1
İŞGAL,KURAŞ,İŞYAR,OYDAŞ,KURAŞ,UĞRAŞ,TELAŞ,1
İŞGAL,İŞLAL,İŞGAL,EŞRAF,KEŞAK,KEŞAP,İŞGAL,2
İŞGAL,İŞKAL,İŞGAL,İŞTAH,İŞLAL,İŞGAL,İŞGAL,3
İŞGAL,İŞGAL,İŞGAL,İŞKAL,İŞGAL,İŞGAL,İŞGAL,4
İŞGAL,İŞGAL,İŞGAL,İŞGAL,İŞGAL,İŞGAL,İŞGAL,5
ISRAR,İTİLA,İTİLA,İTİLA,İTİLA,İTİLA,İTİLA,1
ISRAR,AARAK,ARDAK,CEVAZ,AARAK,VARAK,KARIN,1
ISRAR,EERAR,ESRAR,KISAS,EERAN,ŞERAN,ISRAR,2
ISRAR,ISRAR,ISRAR,ISRAR,SURAÇ,DURAÇ,ISRAR,3
ISRAR,ISRAR,ISRAR,ISRAR,SIRAM,IZRAR,ISRAR,4
ISRAR,ISRAR,ISRAR,ISRAR,ISRAR,ISRAR,ISRAR,5
KALIN,PİŞİK,PİŞİK,PİŞİK,PİŞİK,PİŞİK,PİŞİK,1
KALIN,KAKAA,MARKA,SAKAT,KAKAA,KAKAÇ,KAMER,1
KALIN,KAKII,KAKIÇ,KALIN,KARII,KARIN,KALAN,2
KALIN,KALIN,KALIN,KALIN,KATIN,KALIN,KALIN,3
KALIN,KALIN,KALIN,KALIN,KALIN,KALIN,KALIN,4
KALIN,KALIN,KALIN,KALIN,KALIN,KALIN,KALIN,5
YASAL,KEMRE,KEMRE,KEMRE,KEMRE,KEMRE,KEMRE,1
YASAL,SALAA,ADALI,SOLCU,SALAA,SALYA,TALAN,1
YASAL,SALAA,SALSA,BASİL,BASAL,YASAL,BAZAL,2
YASAL,PASAL,YASAL,FASIL,YASAL,YASAL,HAYAL,3
YASAL,YASAL,YASAL,YASAL,YASAL,YASAL,YASAL,4
YASAL,YASAL,YASAL,YASAL,YASAL,YASAL,YASAL,5
KADER,NATIR,NATIR,NATIR,NATIR,NATIR,NATIR,1
KADER,KAMAR,KARAR,FAHUR,KAMAR,KARAR,SAKAR,1
KADER,KADUR,KADİR,DAMAR,KADUR,KADİR,KADİR,2
KADER,KADER,KADER,GADİR,KADER,KADER,KADER,3
KADER,KADER,KADER,KADER,KADER,KADER,KADER,4
KADER,KADER,KADER,KADER,KADER,KADER,KADER,5
AYRIM,İDARİ,İDARİ,İDARİ,İDARİ,İDARİ,İDARİ,1
AYRIM,KARAR,KARAR,PAZAR,KARAR,KARAR,TARAK,1
AYRIM,TORMA,LORTA,BURSA,TORMA,TORNA,SORMA,2
AYRIM,AYRIN,AYRIM,AYRIT,AYRIM,AYRIM,AYRIM,3
AYRIM,AYRIM,AYRIM,AYRIÇ,AYRIM,AYRIM,AYRIM,4
AYRIM,AYRIM,AYRIM,AYRIK,AYRIM,AYRIM,AYRIM,5
YAVRU,ÇAKER,ÇAKER,ÇAKER,ÇAKER,ÇAKER,ÇAKER,1
YAVRU,BARAA,BARAN,SARIM,BARAA,BARAN,SARAT,1
YAVRU,RAHRT,FAHRİ,FAHRİ,RAHRT,FAHRİ,GAYRİ,2
YAVRU,SAĞRI,SAĞRI,GABRO,SAĞRI,SAĞRI,YAVRU,3
YAVRU,MAVRO,YAVRU,YAVRU,MAVRO,YAVRU,YAVRU,4
YAVRU,YAVRU,YAVRU,YAVRU,YAVRU,YAVRU,YAVRU,5
AYLIK,ÖNCÜL,ÖNCÜL,ÖNCÜL,ÖNCÜL,ÖNCÜL,ÖNCÜL,1
AYLIK,KALAK,KALAK,PLAKA,KALAK,KALAK,TALİK,1
AYLIK,AYLIK,AYLIK,AYLIK,AYLIK,AYLIK,SOLAK,2
AYLIK,AYLIK,AYLIK,AYLIK,AYLIK,AYLIK,AÇLIK,3
AYLIK,AYLIK,AYLIK,AYLIK,AYLIK,AYLIK,AKLIK,4
AYLIK,AYLIK,AYLIK,AYLIK,AYLIK,AYLIK,ALLIK,5
ARAZİ,KÖKLÜ,KÖKLÜ,KÖKLÜ,KÖKLÜ,KÖKLÜ,KÖKLÜ,1
ARAZİ,SARAA,ÇASAR,ORFOZ,SARAA,SARAÇ,MİRAT,1
ARAZİ,ARARA,AROMA,GRİZU,ARARA,ARABA,FAHRİ,2
ARAZİ,ARAZİ,ARAZİ,ARIZİ,ARAZİ,ARAZİ,ARABİ,3
ARAZİ,ARAZİ,ARAZİ,ARAZİ,ARAZİ,ARAZİ,ARAZİ,4
ARAZİ,ARAZİ,ARAZİ,ARAZİ,ARAZİ,ARAZİ,ARAZİ,5
AYNEN,ECDAT,ECDAT,ECDAT,ECDAT,ECDAT,ECDAT,1
AYNEN,AAAEE,ASENA,HARBE,AAAEE,AVAZE,HAMLE,1
AYNEN,ANEEN,AYNEN,SEPYA,ASEEN,ASLEN,ÜSERA,2
AYNEN,AYNEN,AYNEN,AYEVİ,ANDEN,AYNEN,AYNEN,3
AYNEN,AYNEN,AYNEN,AYNEN,AYNEN,AYNEN,AYNEN,4
AYNEN,AYNEN,AYNEN,AYNEN,AYNEN,AYNEN,AYNEN,5
BEDEL,TURNO,TURNO,TURNO,TURNO,TURNO,TURNO,1
BEDEL,SALAK,SAKAL,DÖLEK,SALAK,SALAK,KELAM,1
